strategy,action,entry_time,entry_price,strike,option_type,premium,delta,theta,gamma,vega,confidence,reason,status,exit_time,exit_price,exit_reason,pnl
rsi_oversold,BUY,2026-03-30 09:24:00.000000,23124.23,23100,ce,5.0,0.5573,-0.5358,0.0098,0.1906,0.7976661300686999,,CLOSED,2026-03-30 09:30:00.000000,23117.11,Time Exit,-355.99999999994907
rsi_oversold,BUY,2026-03-30 09:25:00.000000,23129.33,23150,ce,5.0,0.4874,-0.4762,0.0107,0.2237,0.789234341206201,,CLOSED,2026-03-30 09:31:00.000000,23130.35,Time Exit,50.99999999983993
rsi_oversold,BUY,2026-03-30 09:26:00.000000,23154.5,23150,ce,5.0,0.4874,-0.4762,0.0107,0.2237,0.750651016108561,,CLOSED,2026-03-30 09:32:00.000000,23140.17,Time Exit,-716.5000000000873
rsi_oversold,BUY,2026-03-30 09:27:00.000000,23122.23,23100,ce,5.0,0.5573,-0.5358,0.0098,0.1906,0.7724817595089448,,CLOSED,2026-03-30 09:33:00.000000,23170.13,Time Exit,2395.0000000000728
rsi_oversold,BUY,2026-03-30 09:28:00.000000,23125.06,23150,ce,5.0,0.4874,-0.4762,0.0107,0.2237,0.785133508960222,,CLOSED,2026-03-30 09:34:00.000000,23171.52,Time Exit,2322.9999999999563
rsi_oversold,BUY,2026-03-30 10:38:00.000000,23553.46,23550,ce,5.0,0.5088,-0.5384,0.0091,0.2329,0.09368171886380973,,CLOSED,2026-03-30 10:44:00.000000,23539.12,Time Exit,-717.0000000000073
rsi_oversold,BUY,2026-03-30 10:40:00.000000,23567.81,23550,ce,5.0,0.5088,-0.5384,0.0091,0.2329,0.0189742761232741,,CLOSED,2026-03-30 10:46:00.000000,23511.34,Time Exit,-2823.500000000058
rsi_oversold,BUY,2026-03-30 10:41:00.000000,23564.33,23550,ce,5.0,0.5088,-0.5384,0.0091,0.2329,0.007482474301674339,,CLOSED,2026-03-30 10:47:00.000000,23512.18,Time Exit,-2607.5000000000728
rsi_oversold,BUY,2026-03-30 10:44:00.000000,23539.12,23550,ce,5.0,0.5088,-0.5384,0.0091,0.2329,0.18338382597776265,,CLOSED,2026-03-30 10:50:00.000000,23530.44,Time Exit,-434.00000000001455
rsi_oversold,BUY,2026-03-30 10:45:00.000000,23527.53,23550,ce,5.0,0.5088,-0.5384,0.0091,0.2329,0.359902441555721,,CLOSED,2026-03-30 10:51:00.000000,23532.64,Time Exit,255.5000000000291
rsi_oversold,BUY,2026-03-30 10:46:00.000000,23511.34,23500,ce,5.0,0.4449,-0.5647,0.0115,0.2303,0.4457569019825835,,CLOSED,2026-03-30 10:52:00.000000,23508.52,Time Exit,-140.99999999998545
rsi_oversold,BUY,2026-03-30 10:47:00.000000,23512.18,23500,ce,5.0,0.4449,-0.5647,0.0115,0.2303,0.6193218170185327,,CLOSED,2026-03-30 10:53:00.000000,23529.61,Time Exit,871.5000000000146
rsi_oversold,BUY,2026-03-30 10:48:00.000000,23508.93,23500,ce,5.0,0.4449,-0.5647,0.0115,0.2303,0.6342315008788584,,CLOSED,2026-03-30 10:54:00.000000,23538.2,Time Exit,1463.5000000000218
rsi_oversold,BUY,2026-03-30 10:49:00.000000,23512.08,23500,ce,5.0,0.4449,-0.5647,0.0115,0.2303,0.5471269476750602,,CLOSED,2026-03-30 10:55:00.000000,23551.26,Time Exit,1958.9999999998327
rsi_oversold,BUY,2026-03-30 11:14:00.000000,23530.88,23550,ce,5.0,0.5088,-0.5384,0.0091,0.2329,0.0038285033340433945,,CLOSED,2026-03-30 11:20:00.000000,23559.6,Time Exit,1435.9999999998763
rsi_oversold,BUY,2026-03-31 09:15:00.000000,22644.45,22650,ce,10.0,0.5085,-0.5558,0.0101,0.1945,0.6541974364403401,,CLOSED,2026-03-31 09:21:00.000000,22650.7,Time Exit,312.5
rsi_oversold,BUY,2026-03-31 09:16:00.000000,22631.83,22650,ce,10.0,0.5085,-0.5558,0.0101,0.1945,0.6606149820085013,,CLOSED,2026-03-31 09:22:00.000000,22659.59,Time Exit,1387.99999999992
